DrugID,DiseaseCount,AssociatedDiseases1,AssociatedDiseases2,AssociatedDiseases3,AssociatedDiseases4,AssociatedDiseases5,AssociatedDiseases6,AssociatedDiseases7,AssociatedDiseases8,AssociatedDiseases9,AssociatedDiseases10,AssociatedDiseases11,AssociatedDiseases12,AssociatedDiseases13,AssociatedDiseases14,AssociatedDiseases15,AssociatedDiseases16,AssociatedDiseases17,AssociatedDiseases18,AssociatedDiseases19,AssociatedDiseases20,AssociatedDiseases21,AssociatedDiseases22,DrugName,AssociatedDiseases1_Name,AssociatedDiseases2_Name,AssociatedDiseases3_Name,AssociatedDiseases4_Name,AssociatedDiseases5_Name,AssociatedDiseases6_Name,AssociatedDiseases7_Name,AssociatedDiseases8_Name,AssociatedDiseases9_Name,AssociatedDiseases10_Name,AssociatedDiseases11_Name,AssociatedDiseases12_Name,AssociatedDiseases13_Name,AssociatedDiseases14_Name,AssociatedDiseases15_Name,AssociatedDiseases16_Name,AssociatedDiseases17_Name,AssociatedDiseases18_Name,AssociatedDiseases19_Name,AssociatedDiseases20_Name,AssociatedDiseases21_Name,AssociatedDiseases22_Name
DB00966,3,D145500,D161900,D608622,,,,,,,,,,,,,,,,,,,,DB00966,D145500,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1",D608622,,,,,,,,,,,,,,,,,,,
DB00968,2,D161900,D608622,,,,,,,,,,,,,,,,,,,,,DB00968,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1","HYPERTENSION, DIASTOLIC, RESISTANCE TO",,,,,,,,,,,,,,,,,,,,
DB00969,1,D260570,,,,,,,,,,,,,,,,,,,,,,DB00969,IMMUNODEFICIENCY 108 WITH AUTOINFLAMMATION; IMD108,,,,,,,,,,,,,,,,,,,,,
DB00975,1,D601367,,,,,,,,,,,,,,,,,,,,,,DB00975,D601367,,,,,,,,,,,,,,,,,,,,,
DB00977,7,D102500,D131200,D184700,D192000,D215470,D311360,D604416,,,,,,,,,,,,,,,,DB00977,D102500,"ENDOMETRIOSIS, SUSCEPTIBILITY TO, 1",POLYCYSTIC OVARY SYNDROME 1; PCOS1,D192000,D215470,D311360,D604416,,,,,,,,,,,,,,,
DB00982,2,D601626,D604416,,,,,,,,,,,,,,,,,,,,,DB00982,D601626,D604416,,,,,,,,,,,,,,,,,,,,
DB00983,3,D208550,D210050,D600807,,,,,,,,,,,,,,,,,,,,DB00983,D208550,"BERRY ANEURYSM, CIRRHOSIS, PULMONARY EMPHYSEMA, AND CEREBRAL CALCIFICATION","ASTHMA, SUSCEPTIBILITY TO",,,,,,,,,,,,,,,,,,,
DB00987,8,D109543,D223350,D236000,D246470,D247640,D267730,D276300,D601626,,,,,,,,,,,,,,,DB00987,D109543,D223350,"LYMPHOMA, HODGKIN, CLASSIC; CHL","LEUKEMIA, ACUTE MYELOCYTIC, WITH POLYPOSIS COLI AND COLON CANCER",D247640,RETICULUM CELL SARCOMA,MISMATCH REPAIR CANCER SYNDROME 1; MMRCS1,D601626,,,,,,,,,,,,,,
DB00988,4,D146255,D161900,D166300,D310468,,,,,,,,,,,,,,,,,,,DB00988,D146255,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1",MULTICENTRIC CARPOTARSAL OSTEOLYSIS SYNDROME; MCTO,D310468,,,,,,,,,,,,,,,,,,
DB00989,4,D104300,D125320,D168100,D605055,,,,,,,,,,,,,,,,,,,DB00989,D104300,D125320,"PARALYSIS AGITANS, JUVENILE, OF HUNT","ALZHEIMER DISEASE, FAMILIAL EARLY-ONSET, WITH COEXISTING AMYLOID AND PRION PATHOLOGY",,,,,,,,,,,,,,,,,,
DB00990,1,D114480,,,,,,,,,,,,,,,,,,,,,,DB00990,BREAST CANCER,,,,,,,,,,,,,,,,,,,,,
DB00991,5,D140600,D165720,D208230,D607459,D607850,,,,,,,,,,,,,,,,,,DB00991,D140600,D165720,D208230,D607459,D607850,,,,,,,,,,,,,,,,,
DB00992,1,D106400,,,,,,,,,,,,,,,,,,,,,,DB00992,ANKYLOSING VERTEBRAL HYPEROSTOSIS WITH TYLOSIS,,,,,,,,,,,,,,,,,,,,,
DB00993,9,D126200,D152700,D160300,D181000,D188030,D208920,D233810,D254200,D266600,,,,,,,,,,,,,,DB00993,"MULTIPLE SCLEROSIS, SUSCEPTIBILITY TO; MS",D152700,D160300,"SARCOIDOSIS, SUSCEPTIBILITY TO, 1; SS1",D188030,D208920,"GROWTH RETARDATION, SMALL AND PUFFY HANDS AND FEET, AND ECZEMA",D254200,INFLAMMATORY BOWEL DISEASE (CROHN DISEASE) 1; IBD1,,,,,,,,,,,,,
DB00995,1,D134750,,,,,,,,,,,,,,,,,,,,,,DB00995,D134750,,,,,,,,,,,,,,,,,,,,,
DB00996,16,D102300,D144110,D147530,D157300,D165199,D190300,D208700,D267740,D300491,D600131,D604827,D607628,D607631,D607681,D607682,D608105,,,,,,,DB00996,"RESTLESS LEGS SYNDROME, SUSCEPTIBILITY TO, 1; RLS1",D144110,INSENSITIVITY TO PAIN WITH HYPERPLASTIC MYELINOPATHY,D157300,"OPTIC ATROPHY, HEARING LOSS, AND PERIPHERAL NEUROPATHY, AUTOSOMAL DOMINANT",D190300,D208700,D267740,"EPILEPSY, X-LINKED 1, WITH VARIABLE LEARNING DISABILITIES AND BEHAVIOR DISORDERS; EPILX1","EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 1; ECA1",D604827,"EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 11; EIG11","EPILEPSY, JUVENILE ABSENCE, SUSCEPTIBILITY TO, 1; EJA1","FEBRILE SEIZURES, FAMILIAL, 8; FEB8","EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 9; EIG9","EPILEPSY, ROLANDIC, WITH PAROXYSMAL EXERCISE-INDUCED DYSTONIA AND WRITER'S CRAMP; EPRPDC",,,,,,
DB00997,14,D109800,D114480,D137215,D188470,D194070,D211980,D236000,D247640,D254500,D256700,D259500,D268220,D276300,D601626,,,,,,,,,DB00997,D109800,BREAST CANCER,D137215,"THYROID CANCER, NONMEDULLARY, 2; NMTC2",D194070,LUNG CANCER,"LYMPHOMA, HODGKIN, CLASSIC; CHL",D247640,"MYELOMA, MULTIPLE","NEUROBLASTOMA, SUSCEPTIBILITY TO, 1; NBLST1",OSTEOGENIC SARCOMA,D268220,MISMATCH REPAIR CANCER SYNDROME 1; MMRCS1,"LEUKEMIA, ACUTE MYELOID; AML",,,,,,,,
DB00998,1,D157300,,,,,,,,,,,,,,,,,,,,,,DB00998,"MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 1",,,,,,,,,,,,,,,,,,,,,
DB00999,7,D102500,D125700,D161900,D208300,D215140,D600351,D608622,,,,,,,,,,,,,,,,DB00999,D102500,D125700,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1",D208300,D215140,D600351,D608622,,,,,,,,,,,,,,,
DB01001,2,D208550,D600807,,,,,,,,,,,,,,,,,,,,,DB01001,"ASTHMA, NASAL POLYPS, AND ASPIRIN INTOLERANCE","ASTHMA, SUSCEPTIBILITY TO",,,,,,,,,,,,,,,,,,,,
DB01002,1,D147530,,,,,,,,,,,,,,,,,,,,,,DB01002,D147530,,,,,,,,,,,,,,,,,,,,,
DB01003,3,D191390,D208550,D600807,,,,,,,,,,,,,,,,,,,,DB01003,D191390,D208550,D600807,,,,,,,,,,,,,,,,,,,
DB01005,7,D144700,D155600,D155601,D187950,D263300,D276300,D605839,,,,,,,,,,,,,,,,DB01005,D144700,D155600,"MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 2; CMM2",THROMBOCYTHEMIA 1; THCYT1,POLYCYTHEMIA VERA; PV,MISMATCH REPAIR CANCER SYNDROME 1; MMRCS1,D605839,,,,,,,,,,,,,,,
DB01006,1,D114480,,,,,,,,,,,,,,,,,,,,,,DB01006,D114480,,,,,,,,,,,,,,,,,,,,,
DB01008,5,D223350,D246470,D254450,D263300,D276300,,,,,,,,,,,,,,,,,,DB01008,D223350,D246470,MYELOFIBROSIS,POLYCYTHEMIA VERA; PV,D276300,,,,,,,,,,,,,,,,,
DB01009,6,D140600,D145590,D165720,D208230,D607459,D607850,,,,,,,,,,,,,,,,,DB01009,OSTEOARTHRITIS SUSCEPTIBILITY 2; OS2,"HYPERTHERMIA, CUTANEOUS, WITH HEADACHES AND NAUSEA",D165720,PROGRESSIVE PSEUDORHEUMATOID DYSPLASIA; PPRD,D607459,OSTEOARTHRITIS SUSCEPTIBILITY 3; OS3,,,,,,,,,,,,,,,,
DB01013,2,D125600,D151590,,,,,,,,,,,,,,,,,,,,,DB01013,D125600,D151590,,,,,,,,,,,,,,,,,,,,
DB01014,1,D266600,,,,,,,,,,,,,,,,,,,,,,DB01014,D266600,,,,,,,,,,,,,,,,,,,,,
DB01016,4,D125850,D125851,D125853,D600496,,,,,,,,,,,,,,,,,,,DB01016,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1; MODY1",D125851,TYPE 2 DIABETES MELLITUS; T2D,D600496,,,,,,,,,,,,,,,,,,
DB01017,1,D604416,,,,,,,,,,,,,,,,,,,,,,DB01017,D604416,,,,,,,,,,,,,,,,,,,,,
DB01018,3,D143465,D161900,D608622,,,,,,,,,,,,,,,,,,,,DB01018,ATTENTION DEFICIT-HYPERACTIVITY DISORDER; ADHD,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1",D608622,,,,,,,,,,,,,,,,,,,
DB01019,3,D109350,D157950,D191800,,,,,,,,,,,,,,,,,,,,DB01019,GASTROESOPHAGEAL REFLUX; GER,D157950,"BLADDER DYSFUNCTION, AUTONOMIC, WITH IMPAIRED PUPILLARY REFLEX AND SECONDARY CAKUT; BAIPRCK",,,,,,,,,,,,,,,,,,,
DB01020,2,D109350,D608320,,,,,,,,,,,,,,,,,,,,,DB01020,D109350,D608320,,,,,,,,,,,,,,,,,,,,
DB01023,3,D161900,D179600,D608622,,,,,,,,,,,,,,,,,,,,DB01023,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1",RAYNAUD DISEASE,D608622,,,,,,,,,,,,,,,,,,,
DB01029,7,D125850,D125851,D125853,D146255,D161900,D600496,D608622,,,,,,,,,,,,,,,,DB01029,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1; MODY1",D125851,TYPE 2 DIABETES MELLITUS; T2D,D146255,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1","MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 3; MODY3","HYPERTENSION, DIASTOLIC, RESISTANCE TO",,,,,,,,,,,,,,,
DB01030,2,D182280,D276300,,,,,,,,,,,,,,,,,,,,,DB01030,SMALL CELL CANCER OF THE LUNG,D276300,,,,,,,,,,,,,,,,,,,,
DB01033,5,D109543,D151400,D191390,D247640,D266600,,,,,,,,,,,,,,,,,,DB01033,"LEUKEMIA, CHRONIC LYMPHOCYTIC, SUSCEPTIBILITY TO, 2","LEUKEMIA, CHRONIC LYMPHOCYTIC; CLL",INFLAMMATORY BOWEL DISEASE 11; IBD11,D247640,INFLAMMATORY BOWEL DISEASE (CROHN DISEASE) 1; IBD1,,,,,,,,,,,,,,,,,
DB01035,3,D115000,D607554,D608583,,,,,,,,,,,,,,,,,,,,DB01035,VENTRICULAR ARRHYTHMIAS DUE TO CARDIAC RYANODINE RECEPTOR CALCIUM RELEASE DEFICIENCY SYNDROME; VACRDS,"ATRIAL FIBRILLATION, FAMILIAL, 3; ATFB3","ATRIAL FIBRILLATION, FAMILIAL, 1; ATFB1",,,,,,,,,,,,,,,,,,,
DB01039,2,D144010,D144650,,,,,,,,,,,,,,,,,,,,,DB01039,D144010,"HYPERLIPOPROTEINEMIA, TYPE V",,,,,,,,,,,,,,,,,,,,
DB01041,2,D246300,D254500,,,,,,,,,,,,,,,,,,,,,DB01041,D246300,D254500,,,,,,,,,,,,,,,,,,,,
DB01042,3,D254500,D256700,D268220,,,,,,,,,,,,,,,,,,,,DB01042,"MYELOMA, MULTIPLE","NEUROBLASTOMA, SUSCEPTIBILITY TO, 1; NBLST1",RHABDOMYOSARCOMA 2; RMS2,,,,,,,,,,,,,,,,,,,
DB01043,3,D104300,D125320,D605055,,,,,,,,,,,,,,,,,,,,DB01043,"ALZHEIMER DISEASE, FAMILIAL, 1; AD1",D125320,"ALZHEIMER DISEASE, FAMILIAL EARLY-ONSET, WITH COEXISTING AMYLOID AND PRION PATHOLOGY",,,,,,,,,,,,,,,,,,,
DB01045,1,D246300,,,,,,,,,,,,,,,,,,,,,,DB01045,D246300,,,,,,,,,,,,,,,,,,,,,
DB01050,9,D140600,D145590,D147530,D150600,D165720,D208230,D252320,D607459,D607850,,,,,,,,,,,,,,DB01050,D140600,"HYPERTHERMIA, CUTANEOUS, WITH HEADACHES AND NAUSEA",D147530,LEGG-CALVE-PERTHES DISEASE; LCPD,D165720,PROGRESSIVE PSEUDORHEUMATOID DYSPLASIA; PPRD,"MOTOR NEUROPATHY, PERIPHERAL, WITH DYSAUTONOMIA",D607459,D607850,,,,,,,,,,,,,
DB01058,1,D181460,,,,,,,,,,,,,,,,,,,,,,DB01058,"SCHISTOSOMA MANSONI INFECTION, SUSCEPTIBILITY/RESISTANCE TO",,,,,,,,,,,,,,,,,,,,,
DB01062,1,D144110,,,,,,,,,,,,,,,,,,,,,,DB01062,D144110,,,,,,,,,,,,,,,,,,,,,
DB01063,1,D181500,,,,,,,,,,,,,,,,,,,,,,DB01063,D181500,,,,,,,,,,,,,,,,,,,,,
DB01064,3,D115000,D208550,D600807,,,,,,,,,,,,,,,,,,,,DB01064,D115000,"ASTHMA, NASAL POLYPS, AND ASPIRIN INTOLERANCE","ASTHMA, SUSCEPTIBILITY TO",,,,,,,,,,,,,,,,,,,
DB01067,4,D125850,D125851,D125853,D600496,,,,,,,,,,,,,,,,,,,DB01067,D125850,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 2; MODY2",TYPE 2 DIABETES MELLITUS; T2D,D600496,,,,,,,,,,,,,,,,,,
DB01068,11,D102100,D102300,D140600,D165720,D167870,D181500,D208230,D254770,D254800,D607459,D607850,,,,,,,,,,,,DB01068,"ACROMEGALOID CHANGES, CUTIS VERTICIS GYRATA, AND CORNEAL LEUKOMA","RESTLESS LEGS SYNDROME, SUSCEPTIBILITY TO, 1; RLS1",OSTEOARTHRITIS SUSCEPTIBILITY 2; OS2,D165720,D167870,SCHIZOPHRENIA; SCZD,PROGRESSIVE PSEUDORHEUMATOID DYSPLASIA; PPRD,D254770,D254800,D607459,OSTEOARTHRITIS SUSCEPTIBILITY 3; OS3,,,,,,,,,,,
DB01069,3,D147540,D158280,D608088,,,,,,,,,,,,,,,,,,,,DB01069,"INSECT STINGS, HYPERSENSITIVITY TO",D158280,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE I, WITH COUGH AND GASTROESOPHAGEAL REFLUX",,,,,,,,,,,,,,,,,,,
DB01070,2,D146255,D241519,,,,,,,,,,,,,,,,,,,,,DB01070,"HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DYSPLASIA SYNDROME; HDRS",D241519,,,,,,,,,,,,,,,,,,,,
DB01072,1,D109100,,,,,,,,,,,,,,,,,,,,,,DB01072,D109100,,,,,,,,,,,,,,,,,,,,,
DB01073,7,D109543,D151400,D223350,D236000,D247640,D267730,D276300,,,,,,,,,,,,,,,,DB01073,"LEUKEMIA, CHRONIC LYMPHOCYTIC, SUSCEPTIBILITY TO, 2",D151400,DOHLE BODIES AND LEUKEMIA,"LYMPHOMA, HODGKIN, CLASSIC; CHL","LYMPHOBLASTIC LEUKEMIA, ACUTE, WITH LYMPHOMATOUS FEATURES; LALL",D267730,D276300,,,,,,,,,,,,,,,
DB01075,4,D145590,D147540,D158280,D608088,,,,,,,,,,,,,,,,,,,DB01075,"HYPERTHERMIA, CUTANEOUS, WITH HEADACHES AND NAUSEA",D147540,MOTION SICKNESS,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE I, WITH COUGH AND GASTROESOPHAGEAL REFLUX",,,,,,,,,,,,,,,,,,
DB01076,1,D144010,,,,,,,,,,,,,,,,,,,,,,DB01076,"HYPERCHOLESTEROLEMIA, FAMILIAL, 2; FHCL2",,,,,,,,,,,,,,,,,,,,,
DB01080,3,D217200,D308350,D605021,,,,,,,,,,,,,,,,,,,,DB01080,D217200,DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 1; DEE1,"MYOCLONIC EPILEPSY, FAMILIAL INFANTILE; FIME",,,,,,,,,,,,,,,,,,,
DB01083,3,D264120,D303110,D601665,,,,,,,,,,,,,,,,,,,,DB01083,PROLACTIN DEFICIENCY WITH OBESITY AND ENLARGED TESTES,D303110,OBESITY,,,,,,,,,,,,,,,,,,,
DB01085,1,D161900,,,,,,,,,,,,,,,,,,,,,,DB01085,D161900,,,,,,,,,,,,,,,,,,,,,
DB01086,2,D147530,D166760,,,,,,,,,,,,,,,,,,,,,DB01086,INSENSITIVITY TO PAIN WITH HYPERPLASTIC MYELINOPATHY,D166760,,,,,,,,,,,,,,,,,,,,
DB01088,4,D145500,D161900,D178600,D608622,,,,,,,,,,,,,,,,,,,DB01088,D145500,D161900,"PULMONARY HYPERTENSION, PRIMARY, 1; PPH1",D608622,,,,,,,,,,,,,,,,,,
DB01095,1,D144010,,,,,,,,,,,,,,,,,,,,,,DB01095,"HYPERCHOLESTEROLEMIA, FAMILIAL, 2; FHCL2",,,,,,,,,,,,,,,,,,,,,
DB01098,1,D144010,,,,,,,,,,,,,,,,,,,,,,DB01098,D144010,,,,,,,,,,,,,,,,,,,,,
DB01099,2,D114580,D212050,,,,,,,,,,,,,,,,,,,,,DB01099,D114580,D212050,,,,,,,,,,,,,,,,,,,,
DB01101,6,D114480,D114500,D137215,D144700,D176807,D276300,,,,,,,,,,,,,,,,,DB01101,BREAST CANCER,COLORECTAL CANCER; CRC,D137215,"RENAL CELL CARCINOMA, NONPAPILLARY; RCC",D176807,D276300,,,,,,,,,,,,,,,,
DB01104,4,D131300,D164230,D167870,D252320,,,,,,,,,,,,,,,,,,,DB01104,CAMURATI-ENGELMANN DISEASE; CAEND,OBSESSIVE-COMPULSIVE DISORDER; OCD,PANIC DISORDER 1; PAND1,D252320,,,,,,,,,,,,,,,,,,
DB01105,3,D264120,D303110,D601665,,,,,,,,,,,,,,,,,,,,DB01105,PROLACTIN DEFICIENCY WITH OBESITY AND ENLARGED TESTES,CHROMOSOME Xq21 DELETION SYNDROME,D601665,,,,,,,,,,,,,,,,,,,
DB01109,3,D125310,D540000,D601367,,,,,,,,,,,,,,,,,,,,DB01109,D125310,D540000,"STROKE, ISCHEMIC",,,,,,,,,,,,,,,,,,,
DB01110,2,D114580,D212050,,,,,,,,,,,,,,,,,,,,,DB01110,"CANDIDIASIS, FAMILIAL, 1; CANDF1",D212050,,,,,,,,,,,,,,,,,,,,
DB01113,3,D115000,D179600,D260570,,,,,,,,,,,,,,,,,,,,DB01113,D115000,D179600,D260570,,,,,,,,,,,,,,,,,,,
DB01115,3,D161900,D179600,D608622,,,,,,,,,,,,,,,,,,,,DB01115,D161900,D179600,D608622,,,,,,,,,,,,,,,,,,,
DB01118,1,D115000,,,,,,,,,,,,,,,,,,,,,,DB01118,D115000,,,,,,,,,,,,,,,,,,,,,
DB01120,1,D125853,,,,,,,,,,,,,,,,,,,,,,DB01120,TYPE 2 DIABETES MELLITUS; T2D,,,,,,,,,,,,,,,,,,,,,
DB01122,1,D254200,,,,,,,,,,,,,,,,,,,,,,DB01122,D254200,,,,,,,,,,,,,,,,,,,,,
DB01124,4,D125850,D125851,D125853,D600496,,,,,,,,,,,,,,,,,,,DB01124,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1; MODY1",D125851,D125853,D600496,,,,,,,,,,,,,,,,,,
DB01125,1,D607554,,,,,,,,,,,,,,,,,,,,,,DB01125,D607554,,,,,,,,,,,,,,,,,,,,,
DB01128,1,D176807,,,,,,,,,,,,,,,,,,,,,,DB01128,PROSTATE CANCER,,,,,,,,,,,,,,,,,,,,,
DB01129,3,D109350,D190310,D600263,,,,,,,,,,,,,,,,,,,,DB01129,D109350,D190310,"HELICOBACTER PYLORI INFECTION, SUSCEPTIBILITY TO",,,,,,,,,,,,,,,,,,,
DB01132,4,D125850,D125851,D125853,D600496,,,,,,,,,,,,,,,,,,,DB01132,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1; MODY1","MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 2; MODY2",TYPE 2 DIABETES MELLITUS; T2D,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 3; MODY3",,,,,,,,,,,,,,,,,,
DB01133,2,D167320,D602080,,,,,,,,,,,,,,,,,,,,,DB01133,D167320,D602080,,,,,,,,,,,,,,,,,,,,
DB01136,3,D161900,D607554,D608622,,,,,,,,,,,,,,,,,,,,DB01136,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1",D607554,"HYPERTENSION, DIASTOLIC, RESISTANCE TO",,,,,,,,,,,,,,,,,,,
DB01137,2,D166760,D208550,,,,,,,,,,,,,,,,,,,,,DB01137,D166760,D208550,,,,,,,,,,,,,,,,,,,,
DB01142,2,D147530,D603165,,,,,,,,,,,,,,,,,,,,,DB01142,D147530,D603165,,,,,,,,,,,,,,,,,,,,
DB01143,1,D276300,,,,,,,,,,,,,,,,,,,,,,DB01143,D276300,,,,,,,,,,,,,,,,,,,,,
DB01148,3,D155100,D231200,D273800,,,,,,,,,,,,,,,,,,,,DB01148,D155100,BERNARD-SOULIER SYNDROME; BSS,GLANZMANN THROMBASTHENIA 1; GT1,,,,,,,,,,,,,,,,,,,
DB01151,2,D143465,D147530,,,,,,,,,,,,,,,,,,,,,DB01151,ATTENTION DEFICIT-HYPERACTIVITY DISORDER; ADHD,D147530,,,,,,,,,,,,,,,,,,,,
DB01156,3,D143465,D167870,D264120,,,,,,,,,,,,,,,,,,,,DB01156,D143465,PANIC DISORDER 1; PAND1,PROLACTIN DEFICIENCY WITH OBESITY AND ENLARGED TESTES,,,,,,,,,,,,,,,,,,,
DB01157,1,D109100,,,,,,,,,,,,,,,,,,,,,,DB01157,D109100,,,,,,,,,,,,,,,,,,,,,
DB01161,1,D147530,,,,,,,,,,,,,,,,,,,,,,DB01161,INSENSITIVITY TO PAIN WITH HYPERPLASTIC MYELINOPATHY,,,,,,,,,,,,,,,,,,,,,
DB01162,7,D144110,D147530,D157950,D161900,D200170,D600082,D608622,,,,,,,,,,,,,,,,DB01162,HYPERHIDROSIS PALMARIS ET PLANTARIS; HYPRPP,INSENSITIVITY TO PAIN WITH HYPERPLASTIC MYELINOPATHY,D157950,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1",ACANTHOSIS NIGRICANS WITH MUSCLE CRAMPS AND ACRAL ENLARGEMENT,D600082,D608622,,,,,,,,,,,,,,,
DB01165,2,D166760,D600263,,,,,,,,,,,,,,,,,,,,,DB01165,D166760,"HELICOBACTER PYLORI INFECTION, SUSCEPTIBILITY TO",,,,,,,,,,,,,,,,,,,,
DB01167,4,D114580,D212050,D258360,D602068,,,,,,,,,,,,,,,,,,,DB01167,"CANDIDIASIS, FAMILIAL, 1; CANDF1","IMMUNODEFICIENCY 103, SUSCEPTIBILITY TO FUNGAL INFECTIONS; IMD103",D258360,"LEISHMANIASIS, TEGUMENTARY, SUSCEPTIBILITY TO",,,,,,,,,,,,,,,,,,
DB01169,1,D276300,,,,,,,,,,,,,,,,,,,,,,DB01169,MISMATCH REPAIR CANCER SYNDROME 1; MMRCS1,,,,,,,,,,,,,,,,,,,,,
DB01170,2,D161900,D608622,,,,,,,,,,,,,,,,,,,,,DB01170,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1",D608622,,,,,,,,,,,,,,,,,,,,
DB01173,4,D147530,D157300,D160750,D200170,,,,,,,,,,,,,,,,,,,DB01173,INSENSITIVITY TO PAIN WITH HYPERPLASTIC MYELINOPATHY,"MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 1",MYOSITIS,D200170,,,,,,,,,,,,,,,,,,
DB01174,12,D121200,D121201,D143500,D190310,D208085,D217200,D218800,D226150,D237450,D237500,D308600,D608217,,,,,,,,,,,DB01174,"SEIZURES, BENIGN FAMILIAL NEONATAL, 1; BFNS1","SEIZURES, BENIGN FAMILIAL NEONATAL, 2; BFNS2",GILBERT SYNDROME,D190310,D208085,D217200,"CRIGLER-NAJJAR SYNDROME, TYPE I",ENTEROCOLITIS,D237450,D237500,"JAUNDICE, FAMILIAL OBSTRUCTIVE, OF INFANCY",D608217,,,,,,,,,,
DB01175,1,D164230,,,,,,,,,,,,,,,,,,,,,,DB01175,D164230,,,,,,,,,,,,,,,,,,,,,
DB01176,1,D145590,,,,,,,,,,,,,,,,,,,,,,DB01176,D145590,,,,,,,,,,,,,,,,,,,,,
DB01177,3,D223350,D247640,D601626,,,,,,,,,,,,,,,,,,,,DB01177,D223350,D247640,D601626,,,,,,,,,,,,,,,,,,,
DB01181,6,D109543,D151400,D236000,D247640,D273300,D276300,,,,,,,,,,,,,,,,,DB01181,D109543,D151400,D236000,"LYMPHOBLASTIC LEUKEMIA, ACUTE, WITH LYMPHOMATOUS FEATURES; LALL",D273300,D276300,,,,,,,,,,,,,,,,
DB01182,1,D607554,,,,,,,,,,,,,,,,,,,,,,DB01182,D607554,,,,,,,,,,,,,,,,,,,,,
DB01185,3,D114480,D215470,D241100,,,,,,,,,,,,,,,,,,,,DB01185,D114480,D215470,D241100,,,,,,,,,,,,,,,,,,,
DB01186,2,D168100,D168600,,,,,,,,,,,,,,,,,,,,,DB01186,D168100,"PARKINSON DISEASE, LATE-ONSET; PD",,,,,,,,,,,,,,,,,,,,
DB01188,2,D114580,D125600,,,,,,,,,,,,,,,,,,,,,DB01188,D114580,D125600,,,,,,,,,,,,,,,,,,,,
DB01189,3,D147530,D161900,D608622,,,,,,,,,,,,,,,,,,,,DB01189,D147530,D161900,D608622,,,,,,,,,,,,,,,,,,,
DB01192,1,D147530,,,,,,,,,,,,,,,,,,,,,,DB01192,D147530,,,,,,,,,,,,,,,,,,,,,
DB01193,2,D161900,D608622,,,,,,,,,,,,,,,,,,,,,DB01193,D161900,D608622,,,,,,,,,,,,,,,,,,,,
DB01194,4,D137750,D137760,D161900,D601682,,,,,,,,,,,,,,,,,,,DB01194,D137750,"GLAUCOMA, PRIMARY OPEN ANGLE; POAG","RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1",D601682,,,,,,,,,,,,,,,,,,
DB01195,1,D607554,,,,,,,,,,,,,,,,,,,,,,DB01195,D607554,,,,,,,,,,,,,,,,,,,,,
DB01196,2,D176807,D601518,,,,,,,,,,,,,,,,,,,,,DB01196,PROSTATE CANCER,D601518,,,,,,,,,,,,,,,,,,,,
DB01197,7,D146255,D161900,D179600,D215140,D600351,D602522,D608622,,,,,,,,,,,,,,,,DB01197,"HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DYSPLASIA SYNDROME; HDRS",D161900,D179600,GREENBERG DYSPLASIA; GRBGD,"ENTEROPATHY, FAMILIAL, WITH VILLOUS EDEMA AND IMMUNOGLOBULIN G2 DEFICIENCY",D602522,D608622,,,,,,,,,,,,,,,
DB01200,1,D168100,,,,,,,,,,,,,,,,,,,,,,DB01200,"PARALYSIS AGITANS, JUVENILE, OF HUNT",,,,,,,,,,,,,,,,,,,,,
